HelioClim-3 Database of Solar Irradiance v5 (derived from satellite data);;;;;;;
;;;;
Provider;MINES ParisTech / Armines / Transvalor (France);;;;;;;;;;
2024.0;4.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;7.0;0.0;0.0;0.0;0.0;2.0;10.4;0.0;0.0
2024.0;4.0;6.0;8.0;108.6;108.6;92.3;124.9;2.0;360.6;123.5;108.6
2024.0;4.0;6.0;9.0;385.8;385.8;327.9;443.8;2.0;686.9;389.4;385.8
2024.0;4.0;6.0;10.0;693.3;693.3;589.3;797.3;2.0;967.1;646.2;693.3
2024.0;4.0;6.0;11.0;777.5;777.5;660.9;894.0;2.0;1182.1;850.1;777.5
2024.0;4.0;6.0;12.0;966.5;966.5;821.5;1111.3;2.0;1317.3;980.0;966.5
2024.0;4.0;6.0;13.0;802.8;802.8;682.4;923.3;2.0;1363.4;1024.6;802.8
2024.0;4.0;6.0;14.0;891.7;891.7;758.0;1025.5;2.0;1317.3;980.0;891.7
2024.0;4.0;6.0;15.0;694.0;694.0;589.9;798.1;2.0;1182.1;850.1;694.0
2024.0;4.0;6.0;16.0;603.2;603.2;512.7;693.6;2.0;967.1;646.2;603.2
2024.0;4.0;6.0;17.0;308.8;308.8;262.5;355.1;2.0;686.9;389.4;308.8
2024.0;4.0;6.0;18.0;111.1;111.1;94.4;127.7;2.0;360.6;123.5;111.1
2024.0;4.0;6.0;19.0;0.0;0.0;0.0;0.0;2.0;10.4;0.0;0.0
2024.0;4.0;6.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;6.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;7.0;0.0;0.0;0.0;0.0;2.0;11.0;0.0;0.0
2024.0;4.0;7.0;8.0;108.4;108.4;92.2;124.6;2.0;360.8;123.7;108.4
2024.0;4.0;7.0;9.0;380.1;380.1;323.1;437.1;2.0;686.7;389.4;380.1
2024.0;4.0;7.0;10.0;626.6;626.6;532.6;720.6;2.0;966.5;645.8;626.6
2024.0;4.0;7.0;11.0;881.4;881.4;749.2;1013.6;2.0;1181.3;849.4;881.4
2024.0;4.0;7.0;12.0;1027.2;1027.2;873.1;1181.3;2.0;1316.3;979.2;1027.2
2024.0;4.0;7.0;13.0;1060.0;1060.0;901.0;1219.0;2.0;1362.3;1023.7;1060.0
2024.0;4.0;7.0;14.0;849.3;849.3;722.0;976.8;2.0;1316.3;979.2;849.3
2024.0;4.0;7.0;15.0;790.9;790.9;672.3;909.5;2.0;1181.3;849.4;790.9
2024.0;4.0;7.0;16.0;525.2;525.2;446.4;604.0;2.0;966.5;645.8;525.2
2024.0;4.0;7.0;17.0;307.7;307.7;261.5;353.9;2.0;686.7;389.4;307.7
2024.0;4.0;7.0;18.0;111.7;111.7;94.9;128.4;2.0;360.8;123.7;111.7
2024.0;4.0;7.0;19.0;0.0;0.0;0.0;0.0;2.0;11.0;0.0;0.0
2024.0;4.0;7.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;7.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;7.0;0.0;0.0;0.0;0.0;2.0;11.7;0.0;0.0
2024.0;4.0;8.0;8.0;117.8;117.8;100.1;135.5;2.0;361.0;123.9;117.8
2024.0;4.0;8.0;9.0;407.2;407.2;346.1;468.2;2.0;686.4;389.3;407.2
2024.0;4.0;8.0;10.0;545.6;545.6;463.8;627.5;2.0;965.9;645.3;545.6
2024.0;4.0;8.0;11.0;861.0;861.0;731.9;990.2;2.0;1180.4;848.7;861.0
2024.0;4.0;8.0;12.0;870.6;870.6;740.0;1001.1;2.0;1315.2;978.3;870.6
2024.0;4.0;8.0;13.0;1072.2;1072.2;911.3;1233.0;2.0;1361.2;1022.7;1072.2
2024.0;4.0;8.0;14.0;867.7;867.7;737.5;997.8;2.0;1315.2;978.3;867.7
2024.0;4.0;8.0;15.0;752.3;752.3;639.4;865.2;2.0;1180.4;848.7;752.3
2024.0;4.0;8.0;16.0;588.7;588.7;500.5;677.1;2.0;965.9;645.3;588.7
2024.0;4.0;8.0;17.0;312.0;312.0;265.2;358.8;2.0;686.4;389.3;312.0
2024.0;4.0;8.0;18.0;122.4;122.4;104.1;140.8;2.0;361.0;123.9;122.4
2024.0;4.0;8.0;19.0;0.0;0.0;0.0;0.0;2.0;11.7;0.0;0.0
2024.0;4.0;8.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;8.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;7.0;0.0;0.0;0.0;0.0;2.0;12.3;0.0;0.0
2024.0;4.0;9.0;8.0;114.6;114.6;97.4;131.8;2.0;361.1;124.1;114.6
2024.0;4.0;9.0;9.0;326.4;326.4;277.4;375.4;2.0;686.1;389.1;326.4
2024.0;4.0;9.0;10.0;643.6;643.6;547.1;740.2;2.0;965.2;644.9;643.6
2024.0;4.0;9.0;11.0;914.2;914.2;777.1;1051.3;2.0;1179.4;847.9;914.2
2024.0;4.0;9.0;12.0;986.8;986.8;838.8;1134.8;2.0;1314.0;977.4;986.8
2024.0;4.0;9.0;13.0;986.7;986.7;838.7;1134.8;2.0;1359.9;1021.7;986.7
2024.0;4.0;9.0;14.0;1021.2;1021.2;868.0;1174.2;2.0;1314.0;977.4;1021.2
2024.0;4.0;9.0;15.0;700.8;700.8;595.7;805.9;2.0;1179.4;847.9;700.8
2024.0;4.0;9.0;16.0;698.2;698.2;593.4;802.9;2.0;965.2;644.9;698.2
2024.0;4.0;9.0;17.0;382.2;382.2;324.9;439.5;2.0;686.1;389.1;382.2
2024.0;4.0;9.0;18.0;106.7;106.7;90.7;122.6;2.0;361.1;124.1;106.7
2024.0;4.0;9.0;19.0;0.0;0.0;0.0;0.0;2.0;12.3;0.0;0.0
2024.0;4.0;9.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;9.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;7.0;0.0;0.0;0.0;0.0;2.0;13.0;0.0;0.0
2024.0;4.0;10.0;8.0;126.6;126.6;107.7;145.7;2.0;361.3;124.3;126.6
2024.0;4.0;10.0;9.0;398.7;398.7;338.8;458.4;2.0;685.8;389.0;398.7
2024.0;4.0;10.0;10.0;527.0;527.0;448.0;606.1;2.0;964.5;644.3;527.0
2024.0;4.0;10.0;11.0;714.2;714.2;607.1;821.3;2.0;1178.4;847.1;714.2
2024.0;4.0;10.0;12.0;836.2;836.2;710.8;961.6;2.0;1312.8;976.4;836.2
2024.0;4.0;10.0;13.0;1010.9;1010.9;859.2;1162.5;2.0;1358.7;1020.6;1010.9
2024.0;4.0;10.0;14.0;883.1;883.1;750.6;1015.5;2.0;1312.8;976.4;883.1
2024.0;4.0;10.0;15.0;833.8;833.8;708.8;958.9;2.0;1178.4;847.1;833.8
2024.0;4.0;10.0;16.0;531.0;531.0;451.4;610.7;2.0;964.5;644.3;531.0
2024.0;4.0;10.0;17.0;365.8;365.8;311.0;420.7;2.0;685.8;389.0;365.8
2024.0;4.0;10.0;18.0;134.0;134.0;113.9;154.1;2.0;361.3;124.3;134.0
2024.0;4.0;10.0;19.0;0.0;0.0;0.0;0.0;2.0;13.0;0.0;0.0
2024.0;4.0;10.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;10.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;7.0;0.0;0.0;0.0;0.0;2.0;13.6;0.0;0.0
2024.0;4.0;11.0;8.0;130.7;130.7;111.0;150.3;2.0;361.4;124.4;130.7
2024.0;4.0;11.0;9.0;363.7;363.7;309.1;418.2;2.0;685.5;388.8;363.7
2024.0;4.0;11.0;10.0;678.3;678.3;576.5;780.0;2.0;963.8;643.8;678.3
2024.0;4.0;11.0;11.0;697.0;697.0;592.4;801.5;2.0;1177.3;846.3;697.0
2024.0;4.0;11.0;12.0;958.7;958.7;814.9;1102.5;2.0;1311.5;975.3;958.7
2024.0;4.0;11.0;13.0;1056.0;1056.0;897.6;1214.4;2.0;1357.3;1019.5;1056.0
2024.0;4.0;11.0;14.0;971.4;971.4;825.7;1117.0;2.0;1311.5;975.3;971.4
2024.0;4.0;11.0;15.0;816.6;816.6;694.1;939.1;2.0;1177.3;846.3;816.6
2024.0;4.0;11.0;16.0;572.4;572.4;486.5;658.3;2.0;963.8;643.8;572.4
2024.0;4.0;11.0;17.0;303.7;303.7;258.1;349.2;2.0;685.5;388.8;303.7
2024.0;4.0;11.0;18.0;116.4;116.4;98.9;133.9;2.0;361.4;124.4;116.4
2024.0;4.0;11.0;19.0;0.0;0.0;0.0;0.0;2.0;13.6;0.0;0.0
2024.0;4.0;11.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;11.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;7.0;0.0;0.0;0.0;0.0;2.0;14.3;0.0;0.0
2024.0;4.0;12.0;8.0;116.5;116.5;99.1;134.1;2.0;361.5;124.6;116.5
2024.0;4.0;12.0;9.0;304.0;304.0;258.3;349.6;2.0;685.1;388.6;304.0
2024.0;4.0;12.0;10.0;601.9;601.9;511.6;692.1;2.0;963.0;643.2;601.9
2024.0;4.0;12.0;11.0;870.2;870.2;739.7;1000.7;2.0;1176.2;845.4;870.2
2024.0;4.0;12.0;12.0;771.2;771.2;655.5;886.8;2.0;1310.2;974.2;771.2
2024.0;4.0;12.0;13.0;798.1;798.1;678.4;917.8;2.0;1356.0;1018.4;798.1
2024.0;4.0;12.0;14.0;1044.8;1044.8;888.1;1201.6;2.0;1310.2;974.2;1044.8
2024.0;4.0;12.0;15.0;916.4;916.4;778.9;1053.8;2.0;1176.2;845.4;916.4
2024.0;4.0;12.0;16.0;542.0;542.0;460.8;623.4;2.0;963.0;643.2;542.0
2024.0;4.0;12.0;17.0;396.5;396.5;336.9;456.0;2.0;685.1;388.6;396.5
2024.0;4.0;12.0;18.0;132.2;132.2;112.3;151.9;2.0;361.5;124.6;132.2
2024.0;4.0;12.0;19.0;0.0;0.0;0.0;0.0;2.0;14.3;0.0;0.0
2024.0;4.0;12.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;12.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;7.0;0.0;0.0;0.0;0.0;2.0;14.9;0.0;0.0
2024.0;4.0;13.0;8.0;96.6;96.6;82.1;111.0;2.0;361.6;124.7;96.6
2024.0;4.0;13.0;9.0;406.5;406.5;345.6;467.5;2.0;684.7;388.4;406.5
2024.0;4.0;13.0;10.0;551.1;551.1;468.4;633.7;2.0;962.2;642.6;551.1
2024.0;4.0;13.0;11.0;686.8;686.8;583.7;789.8;2.0;1175.0;844.4;686.8
2024.0;4.0;13.0;12.0;772.5;772.5;656.6;888.3;2.0;1308.9;973.1;772.5
2024.0;4.0;13.0;13.0;787.1;787.1;669.1;905.1;2.0;1354.5;1017.0;787.1
2024.0;4.0;13.0;14.0;938.1;938.1;797.4;1078.9;2.0;1308.9;973.1;938.1
2024.0;4.0;13.0;15.0;687.1;687.1;584.1;790.2;2.0;1175.0;844.4;687.1
2024.0;4.0;13.0;16.0;668.1;668.1;567.9;768.4;2.0;962.2;642.6;668.1
2024.0;4.0;13.0;17.0;370.8;370.8;315.2;426.4;2.0;684.7;388.4;370.8
2024.0;4.0;13.0;18.0;126.3;126.3;107.4;145.4;2.0;361.6;124.7;126.3
2024.0;4.0;13.0;19.0;0.0;0.0;0.0;0.0;2.0;14.9;0.0;0.0
2024.0;4.0;13.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;13.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;7.0;0.0;0.0;0.0;0.0;2.0;15.5;0.0;0.0
2024.0;4.0;14.0;8.0;96.9;96.9;82.4;111.4;2.0;361.7;124.8;96.9
2024.0;4.0;14.0;9.0;328.6;328.6;279.3;377.9;2.0;684.3;388.1;328.6
2024.0;4.0;14.0;10.0;698.0;698.0;593.3;802.7;2.0;961.3;641.9;698.0
2024.0;4.0;14.0;11.0;768.1;768.1;652.9;883.3;2.0;1173.8;843.4;768.1
2024.0;4.0;14.0;12.0;1013.0;1013.0;861.1;1165.0;2.0;1307.5;971.9;1013.0
2024.0;4.0;14.0;13.0;1063.8;1063.8;904.2;1223.4;2.0;1353.0;1015.8;1063.8
2024.0;4.0;14.0;14.0;851.0;851.0;723.4;978.7;2.0;1307.5;971.9;851.0
2024.0;4.0;14.0;15.0;852.0;852.0;724.2;979.9;2.0;1173.8;843.4;852.0
2024.0;4.0;14.0;16.0;674.9;674.9;573.7;776.1;2.0;961.3;641.9;674.9
2024.0;4.0;14.0;17.0;310.7;310.7;264.1;357.4;2.0;684.3;388.1;310.7
2024.0;4.0;14.0;18.0;111.3;111.3;94.6;128.0;2.0;361.7;124.8;111.3
2024.0;4.0;14.0;19.0;0.0;0.0;0.0;0.0;2.0;15.5;0.0;0.0
2024.0;4.0;14.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;14.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;7.0;0.0;0.0;0.0;0.0;2.0;16.2;0.0;0.0
2024.0;4.0;15.0;8.0;100.2;100.2;85.2;115.2;2.0;361.8;125.0;100.2
2024.0;4.0;15.0;9.0;348.8;348.8;296.5;401.2;2.0;683.8;387.8;348.8
2024.0;4.0;15.0;10.0;584.1;584.1;496.6;671.8;2.0;960.4;641.2;584.1
2024.0;4.0;15.0;11.0;915.4;915.4;778.1;1052.6;2.0;1172.6;842.4;915.4
2024.0;4.0;15.0;12.0;1037.2;1037.2;881.6;1192.8;2.0;1306.0;970.6;1037.2
2024.0;4.0;15.0;13.0;1072.5;1072.5;911.5;1233.3;2.0;1351.5;1014.5;1072.5
2024.0;4.0;15.0;14.0;793.3;793.3;674.3;912.2;2.0;1306.0;970.6;793.3
2024.0;4.0;15.0;15.0;775.6;775.6;659.3;892.0;2.0;1172.6;842.4;775.6
2024.0;4.0;15.0;16.0;682.9;682.9;580.5;785.4;2.0;960.4;641.2;682.9
2024.0;4.0;15.0;17.0;370.9;370.9;315.3;426.6;2.0;683.8;387.8;370.9
2024.0;4.0;15.0;18.0;103.1;103.1;87.7;118.5;2.0;361.8;125.0;103.1
2024.0;4.0;15.0;19.0;0.0;0.0;0.0;0.0;2.0;16.2;0.0;0.0
2024.0;4.0;15.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;15.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;7.0;0.0;0.0;0.0;0.0;2.0;16.8;0.0;0.0
2024.0;4.0;16.0;8.0;101.2;101.2;86.1;116.4;2.0;361.8;125.1;101.2
2024.0;4.0;16.0;9.0;365.7;365.7;310.9;420.6;2.0;683.4;387.5;365.7
2024.0;4.0;16.0;10.0;555.9;555.9;472.5;639.2;2.0;959.5;640.5;555.9
2024.0;4.0;16.0;11.0;809.7;809.7;688.2;931.1;2.0;1171.3;841.3;809.7
2024.0;4.0;16.0;12.0;933.7;933.7;793.6;1073.8;2.0;1304.5;969.3;933.7
2024.0;4.0;16.0;13.0;839.8;839.8;713.8;965.7;2.0;1349.9;1013.1;839.8
2024.0;4.0;16.0;14.0;809.6;809.6;688.1;931.0;2.0;1304.5;969.3;809.6
2024.0;4.0;16.0;15.0;676.0;676.0;574.6;777.3;2.0;1171.3;841.3;676.0
2024.0;4.0;16.0;16.0;617.1;617.1;524.5;709.7;2.0;959.5;640.5;617.1
2024.0;4.0;16.0;17.0;337.3;337.3;286.7;387.9;2.0;683.4;387.5;337.3
2024.0;4.0;16.0;18.0;103.1;103.1;87.6;118.5;2.0;361.8;125.1;103.1
2024.0;4.0;16.0;19.0;0.0;0.0;0.0;0.0;2.0;16.8;0.0;0.0
2024.0;4.0;16.0;20.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;21.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;23.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;16.0;24.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;17.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;17.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;17.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;17.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;17.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;17.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
2024.0;4.0;17.0;7.0;0.0;0.0;0.0;0.0;2.0;17.4;0.0;0.0
2024.0;4.0;17.0;8.0;113.8;113.8;96.7;130.9;2.0;361.9;125.2;113.8
2024.0;4.0;17.0;9.0;348.0;348.0;295.8;400.1;2.0;682.8;387.2;348.0
2024.0;4.0;17.0;10.0;524.6;524.6;445.9;603.3;2.0;958.5;639.7;524.6
2024.0;4.0;17.0;11.0;880.6;880.6;748.4;1012.6;2.0;1170.0;840.2;880.6
2024.0;4.0;17.0;12.0;921.2;921.2;783.0;1059.3;2.0;1303.0;968.0;921.2
2024.0;4.0;17.0;13.0;808.6;808.6;687.3;929.9;2.0;1348.3;1011.7;808.6
2024.0;4.0;17.0;14.0;898.1;898.1;763.5;1032.9;2.0;1303.0;968.0;898.1
2024.0;4.0;17.0;15.0;911.2;911.2;774.6;1048.0;2.0;1170.0;840.2;911.2
2024.0;4.0;17.0;16.0;566.8;566.8;481.7;651.7;2.0;958.5;639.7;566.8
2024.0;4.0;17.0;17.0;355.5;355.5;302.2;408.8;2.0;682.8;387.2;355.5
